date,headline,category,sentiment
2022-11-07,Vodacom M-kulima platform to register 6 million farmers,General,Neutral
2022-11-07,"WFP, Korea ink 13.8bn/-  deal for Kigoma farmers",General,Neutral
2022-11-06,Isles economy on speedy recovery- Mwinyi,General,Positive
2022-11-05,Mpango markets Tanzania’s irrigation framing,General,Neutral
2022-11-03,‘Take swift action to explore AfCFTA  opportunities’,General,Neutral
2022-11-02,Economists: Population growth huge asset for TZ,General,Positive
2022-10-31,NMB MasterBata 4th edition to boost customers’ incomes,General,Neutral
2022-10-30,TZ to reap big from Samia’s China visit,General,Neutral
2022-10-27,"Treasurer Registrar surpasses collection target, notches 852.98bn/-",General,Neutral
2022-10-27,SIDO reaches traders with value adding skills,General,Neutral
2022-10-25,Dar to open crowdfunding doors,General,Neutral
2022-10-24,Scholars: Tshisekedi visit to open more economic opportunities,General,Neutral
2022-10-23,Govt lauded for improving fisheries sector,General,Positive
2022-10-23,Govt streamlines extension services,General,Neutral
2022-10-21,EAC stresses quality products to broaden market,General,Neutral
2022-10-21,Govt injects over 60bn/- to modernise fisheries,General,Positive
2022-10-20,Dar economy tipped to resist global recession,General,Positive
2022-10-17,Online registration suitable for business sector,General,Neutral
2022-10-16,PM: We are on track to reduce sugar importation,General,Positive
2022-10-11,"CCBA, ISW join forces to empower food vendors",General,Neutral
2022-10-10,New policy to spur Z’bar blue economy,General,Neutral
2022-10-10,Govt commits safe cyberspace for businesses,General,Neutral
2022-10-09,Govt committed to improving   business environment,General,Neutral
2022-10-09,‘Come en masse to invest in central zone regions’,General,Neutral
2022-10-07,"Clean cooking businesses to get financial, technical assistance",General,Neutral
2022-10-07,"Tanga, Twiga cement merge deal hangs on thread",General,Neutral
2022-10-06,Govt reiterates support for SMEs growth,General,Neutral
2022-10-03,TRA COLLECTION RISE:  ‘Economic ascendancy foolproof’,General,Positive
2022-09-30,DC hypes diversification to boost employments,General,Neutral
2022-09-30,DC hypes diversification to boost employments,General,Neutral
2022-09-29,TZ eyes technological advancement  in new vision,General,Neutral
2022-09-28,"TBS, TMEA ink 9bn/-deal to improve ease doing business",General,Neutral
2022-09-26,"Tanzania, Saudi Arabia vow to promote economic development",General,Neutral
2022-09-25,EABC shapes business priorities,General,Neutral
2022-09-24,Deciphering China’s green growth miracle,General,Neutral
2022-09-23,TZ commits 2.3bn/- to Global Fund,General,Neutral
2022-09-23,Looking for hidden cost  of selling tax stamps,General,Neutral
2022-09-23,Govt insists need for innovative tech,General,Neutral
2022-09-22,Time to reap from blue economy,General,Neutral
2022-09-21,TZ to submit EACOP clarification to EU,General,Neutral
2022-09-21,TRANSACTION LEVIES RELIEF,General,Neutral
2022-09-21,Govt to address challenges facing Morogoro Garment Factory,General,Neutral
2022-09-20,Tanzania scraps levies imposed on electronic transactions,General,Positive
2022-09-19,Govt hails Barrick for successful implementation of local content policy,General,Neutral
2022-09-16,State moves to tame soaring commodity prices,General,Negative
2022-09-15,‘Tame sky-high food prices’,General,Negative
2022-09-13,Simba cement share rally despite losses,General,Neutral
2022-09-09,Tanga Cement owners to  brace for low earnings,General,Neutral
2022-09-07,How TZ expedites financial inclusion,General,Neutral
2022-09-07,BRELA urged to formalise Mara Region businesses,General,Neutral
2022-09-05,Private sector calls for harmonisation of standards in EAC,General,Neutral
2022-09-03,"Tanzania Economic, Trade Exchange Week in China scheduled for this Sept",General,Neutral
2022-09-02,TRANSACTION LEVY:  Here are benefits,General,Neutral
2022-09-02,Tanzania faces acute housing shortage,General,Neutral
2022-08-31,Swissport profit soars 12 times in six months,General,Positive
2022-08-31,"TZ seeks to be centre of Africa, world food trade",General,Neutral
2022-08-30,Weekly DSE market indices post downward trend,General,Negative
2022-08-30,Block trading pushes DSE activities,General,Neutral
2022-08-26,Tanzania is a sleeping vegetable giant,General,Neutral
2022-08-26,"TBL biggest tax payer, pays almost half a billion shilling",General,Positive
2022-08-25,I&M Group profit up 16pc,General,Positive
2022-08-25,"China, Tanzania jointly implementing ‘nine programmes’ has good start, bright prospects",General,Positive
2022-08-24,"UDSM embarks on financial, investment awareness initiative",General,Neutral
2022-08-23,COSTECH call on private sector to fund research projects,General,Neutral
2022-08-22,"New insurance push touted to mitigate livestock, farming risks",General,Neutral
2022-08-18,EABC: Market the bloc as single investment hub,General,Neutral
2022-08-18,‘Put Karema Port in use’,General,Neutral
2022-07-02,"Dar, Lisbon for stronger ties in blue economy",General,Neutral
