date,headline,category,sentiment
2024-03-15,Tanzania ramps up efforts to boost exports to UK,Trade,Positive
2024-03-14,MCB pledges women capacity building in business,Banking,Neutral
2024-03-14,Mpanda-Karema Port Road construction kicks off,Transport,Positive
2024-03-14,Absa Group posts marginal rise in annual profit,Banking,Positive
2024-03-14,"NMB, HESLB simplify student loan processes",Banking,Neutral
2024-03-14,Liberty Spark conducts study to foster cross-boarder trade formalization,Trade,Neutral
2024-03-14,Mtwara Port beat performance target,Trade,Positive
2024-03-13,New cranes to up Mtwara port productivity,Trade,Neutral
2024-03-13,"Companies, business laws under review for more productivity",General,Neutral
2024-03-13,Tanzania plans to spend 16tri/- on development,Policy,Neutral
2024-03-13,TIPS reduces cheque transactions by quarter,Banking,Neutral
2024-03-13,SMF dishes out 325bn/- in eight years,Banking,Neutral
2024-03-13,MCB pledges women capacity building in business,Banking,Neutral
2024-03-12,Dar enjoys lowest CBR in region,Policy,Positive
2024-03-12,"Tanzania banks on public, private investment for growth",Policy,Neutral
2024-03-12,49.35TRI/- BUDGET: Where focus lies,Policy,Neutral
2024-03-12,Maize boom in season of surplus,Agriculture,Neutral
2024-03-12,Most development projects at advanced stages – Govt,General,Neutral
2024-03-12,Impressive budget implementation as 11tri/- funds key schemes,Policy,Positive
2024-03-11,SBL’s journey in investing and accelerating progress in women,Banking,Neutral
2024-03-11,Bashe: Our stock of 8.1m tonnes passes current demand,Agriculture,Neutral
2024-03-11,"NMB, ZASCO partner to unlock  seaweed farming potentials",Banking,Neutral
2024-03-11,How KiSEZ contributes to Kigoma industrial growth,Investment,Neutral
2024-03-11,BoT connects all payment providers to TIPS,Banking,Neutral
2024-03-11,Digital loans demand in Tanzania balloons,Banking,Neutral
2024-03-08,RC urges youth to grab opportunities in livestock keeping,Agriculture,Neutral
2024-03-08,Z’bar current account deficit increases,Policy,Negative
2024-03-08,Chinese investors to explore opportunities,Investment,Neutral
2024-03-07,Yara knowledge centre to raise agricultural productivity,Agriculture,Neutral
2024-03-07,Why fuel prices jumped in March,Energy,Negative
2024-03-07,TIC calls for partnerships in investment projects,Investment,Neutral
2024-03-07,‘Tanzania’s high ratings improve creditworthness’,Policy,Positive
2024-03-06,"NMB, UBX partner to extend banking services access",Banking,Neutral
2024-03-06,DSE posts high monthly turnover after four years,General,Neutral
2024-03-06,Govt invites investors into railway industry,Investment,Neutral
2024-03-05,Rukwa resident groan as food prices rise,Agriculture,Negative
2024-03-04,Govt reinstates pledge to business-friendly climate,Policy,Positive
2024-03-04,Palm oil processing creates over 300 jobs in Dar es Salaam,Agriculture,Positive
2024-03-04,Mlele sunflower farmers get subsidised seeds,Agriculture,Neutral
2024-03-02,"Tax compliance, education can work wonders",General,Neutral
2024-03-02,Govt strategises to cut forex deficit,Policy,Neutral
2024-03-02,Warioba: Mwinyi’s vision led to economic recovery,Policy,Positive
2024-03-02,How Mwinyi navigated economic quagmire,Policy,Neutral
2024-03-01,20 online ride-hailing companies apply for LATRA licences,General,Neutral
2024-03-01,Capital markets investment value up 31pc,Policy,Positive
2024-03-01,UNCDF to expand clean cooking energy in Tanzania through EU financing,Energy,Neutral
2024-03-01,Govt: Agricultural diversification critical,Agriculture,Neutral
2024-02-29,TAHA unlocks huge horticultural exports market,Trade,Positive
2024-02-29,Mufti hails CRDB for Shariah insurance services,Banking,Neutral
2024-02-29,"Cloves, avocados attract many farmers in Morogoro",Agriculture,Neutral
2024-02-29,NMB touts for digital payment systems,Banking,Neutral
2024-02-29,600 tonnes of subsidised sunflower seeds bring smiles to farmers,Agriculture,Positive
2024-02-29,Tanzania supports multilateral trading systems,Trade,Neutral
2024-02-29,"Investors urged to capitalise on SEZ, EPZ programmes",Investment,Neutral
2024-02-29,Tanzania pushes for sustainable capital markets,Policy,Neutral
2024-02-29,Zanzibar envisages 4.08tri/- budget,Policy,Neutral
2024-02-28,DSE out to foster investment literacy,General,Neutral
2024-02-28,EAMCEF issues 600m/- to support Tanga locals economically,Banking,Neutral
2024-02-28,Agriculture commands highest credit growth,Agriculture,Positive
2024-02-28,Private schools entitled to pay tax- house of reps told,General,Neutral
2024-02-28,Zanzibar reaps big from Tanzania’s economic diplomacy,General,Neutral
2024-02-28,"UK, Tanzania explore new avenues in financing",Investment,Neutral
2024-02-27,TPSF: Why Tanzania should attract more investments,General,Neutral
2024-02-27,Tanzania to introduce new strategies to boost tax collections,Policy,Neutral
2024-02-27,Minister: Most people don’t understand the reasons for paying Taxes,General,Neutral
2024-02-27,How Russia fertiliser trade impact TZ agriculture,Agriculture,Negative
2024-02-27,Nanyumbu farmers secure 10bn/- loans,Agriculture,Positive
2024-02-27,Boost to sunflower production as farmers get subsidised seeds,Agriculture,Positive
2024-02-27,EPZA urges investors to update their information,Investment,Neutral
2024-02-27,Mwinyi: No VAT on sugar during Ramadan,Policy,Neutral
2024-02-27,High hopes as JNHPP begins production,General,Positive
2024-02-26,"TIC, CRDB agree to woo investors",Banking,Neutral
2024-02-24,Tanzania starts exporting peas to India,Trade,Positive
2024-02-24,EPZA evaluates industries to improve database,General,Neutral
2024-02-24,Forex regulations reviewed to expand business in Tanzania- Central Bank,Forex,Neutral
2024-02-24,"Big boost for SGR, TADB",Transport,Positive
2024-02-23,"AfDB to finance SGR project linking Tanzania to Burundi, DRC",Investment,Positive
2024-02-23,Clothes made from Tanzania’s cotton shine at London exhibition,General,Positive
2024-02-23,Mwanza invite Cuban investors in various sectors,Investment,Neutral
2024-02-23,"Digitise issuance of honey export permits, govt challenged",General,Neutral
2024-02-23,How sugar sabotage hikes price,Agriculture,Negative
2024-02-23,"Samia’s foreign visits pushes investments to ceiling, says Kitila",Policy,Positive
2024-02-23,State eyes sugar liberalisation,Policy,Neutral
2024-02-23,"Govt, private sector to team up in Bagamoyo SEZs",General,Neutral
2024-02-23,Exim commits to boost tourism efforts in Zanzibar,General,Neutral
2024-02-23,Relief as Rukwa residents get 33 tonnes of sugar,Agriculture,Positive
2024-02-22,Tanzania plans to liberalize sugar market,Agriculture,Neutral
2024-02-22,"Tanzania to import 300,000 tonnes of sugar to address deficit",Agriculture,Neutral
2024-02-22,VP pushes for reliable fruits market in Tanga,Agriculture,Neutral
2024-02-22,National debt stock in modest decline,Policy,Positive
2024-02-22,Why economy is on right track,General,Neutral
2024-02-21,SMEs urged to register businesses for brighter future,General,Neutral
2024-02-21,TCB Bank commits to support Zanzibar’s blue economy agenda,Banking,Neutral
2024-02-21,"Dar, Cairo agree on mega continental road project",Transport,Neutral
2024-02-21,BoT: Economic growth hit 5pc in 2023,Policy,Positive
2024-02-20,Why is Tanzania’s agriculture stagnating?,Agriculture,Negative
2024-02-20,TanTrade: International trade forums pay off,Trade,Neutral
2024-02-20,"NFRA purchases 57,000 metric tonnes of maize",Agriculture,Neutral
2024-02-20,"Keep tobacco clean, farmers urged",Agriculture,Neutral
2024-02-20,IRDP set to implement over 11bn/- worth construction project,Investment,Neutral
2024-02-20,Country’s tourism sector on new records,General,Positive
2024-02-20,2.7bn/- vehicles to boost land tenure project,Investment,Neutral
2024-02-20,Govt contemplates to increase constituency development fund,Policy,Neutral
2024-02-20,EAC focuses on renewable energy sources,Energy,Neutral
2024-02-19,TBS advises grain importers to abide by standards,General,Neutral
2024-02-19,CRDB throws weight behind AMCOs,Banking,Neutral
2024-02-19,StandChart hosts finance climate forum in Dar,General,Neutral
2024-02-19,BoT puts online lending on spotlight,Policy,Neutral
2024-02-19,TIC registers over 1tri/- projects in January,General,Neutral
2024-02-16,"Government to import sugar through NFRA, CPB",Trade,Neutral
2024-02-16,"Formalisation of microfinance business in top gear, says BoT",Banking,Neutral
2024-02-16,"Tanzania, Norway to bolster trade, business ties",Trade,Neutral
2024-02-16,MPs demand firm BoT strategies to lower interest rates,Policy,Neutral
2024-02-16,Govt advised to expand scope of tax collection,Policy,Neutral
2024-02-15,TCCIA vows to unlock economic opportunities,General,Neutral
2024-02-15,"JICA, DIEN set to enhance innovation",General,Neutral
2024-02-15,Parliament outlines plan to contain dollar shortage,Forex,Neutral
2024-02-15,Parliament resolves on TIB Bank sustainability,Banking,Neutral
2024-02-14,"Shares, bond sales increase significantly",General,Positive
2024-02-14,"UNIDO, TIB to enhance bioenergy sector",General,Neutral
2024-02-13,"UNIDO, TIB to enhance Tanzania’s bioenergy sector with $899,000 grant",Investment,Positive
2024-02-13,"Stakeholders call for more safe, clean and sustainable LPG sector",Energy,Neutral
2024-02-13,SMEs told to produce high  quality goods to access loans,General,Neutral
2024-02-13,"TCCIA Investment changes  name, eyes more investors",Investment,Neutral
2024-02-13,"EAC set to promote trade, investment",Trade,Neutral
2024-02-12,Financial inclusion key to development: Governor,General,Neutral
2024-02-12,NMB launches savings culture drive,Banking,Neutral
2024-02-09,BoT: Financial sector remains stable,Policy,Positive
2024-02-09,Dar Port assures EALA members of efficiency,Transport,Neutral
2024-02-09,Dar Port assures EALA  members of efficiency,Transport,Neutral
2024-02-09,"Tourism earnings jump to 8.25tri/-, Bunge told",General,Positive
2024-02-09,Sugar shortage temporary – PM,Agriculture,Neutral
2024-02-09,"TIC targets 1,000 projects in 2024",General,Neutral
2024-02-08,Relief for motorists as fuel prices drop,Energy,Positive
2024-02-08,Analysts: New tax stamp fees to boost collections,General,Positive
2024-02-08,"NHC, PBZ partner to provide home loans",Banking,Neutral
2024-02-07,How does BoT’s new framework affect ordinary citizens,Policy,Neutral
2024-02-07,Monetary measures cool financial dollarisation,Policy,Positive
2024-02-07,PM thumbs up pace for construction of govt city,General,Positive
2024-02-06,Dar Port activities satisfying-committee,Transport,Neutral
2024-02-06,"TRA lowers tax on Sprits, liquors’ stamps",Policy,Neutral
2024-02-06,Maendeleo profit increases threefold in Q4,Banking,Positive
2024-02-06,Sugar sells twice above price cab in Rukwa,Agriculture,Negative
2024-02-06,Mortgage gets boost as Absa invests 1.6bn/- in TMRC,Banking,Positive
2024-02-06,Kalambo Council budget up by 6.5pc,General,Neutral
2024-02-06,"Imported sugar supply begin to ease shortage, cool prices",Agriculture,Neutral
2024-02-06,TPA quarterly revenue shoots by 17 pc,Banking,Positive
2024-02-06,"Ministry, TADB provide soft loans for purchasing fishing vessels",Agriculture,Neutral
2024-02-05,How Kabwe Port stimulates cross border trade,Trade,Neutral
2024-02-05,Dar Port: No sugar stranded,Trade,Neutral
2024-02-05,"Zambia, TZ reaffirm to facilitate cargo transportation",Trade,Neutral
2024-02-05,Rukwa heads for bumper harvest,Agriculture,Neutral
2024-02-04,Exim profit jumps 36 per cent in 2023,Banking,Positive
2024-02-04,Why partnership is crucial in Tanzania’s natural gas operations,Energy,Neutral
2024-02-03,Iringa notches high agricultural production,Agriculture,Neutral
2024-02-03,Fishery modernisation key to economic growth,General,Neutral
2024-02-03,NEEC: Financial discipline important in making borrowers benefit from soft loans,General,Neutral
2024-02-03,New push to unlock new economic opportunities,General,Neutral
2024-02-02,Increase coffee production to meet new factory demand,Agriculture,Neutral
2024-02-02,Govt commits to boosting insurance contribution to economy,General,Neutral
2024-02-02,Africa challenged to grab AfCFTA opportunities,Trade,Neutral
2024-02-02,"TADB, TCB ink deal to boost lending to smallholder farmers",Banking,Neutral
2024-02-01,CRDB offers 470m/- in prizes for 3rd season of Simbanking campaign,Banking,Positive
2024-02-01,How 2tri/- development funds uplifted Mbeya,General,Neutral
2024-01-31,Minister hails First United Takaful for boosting Tanzania’s insurance sector,Banking,Positive
2024-01-31,"Goods, services imports fall",Trade,Negative
2024-01-31,CRDB posts all-time high net profit in 2023,Banking,Positive
2024-01-31,Major boost for fisheries,Agriculture,Neutral
2024-01-30,EAC states: Borrow a  leaf from Kenya carbon  trading deals,General,Neutral
2024-01-30,TCCIA inks deal to allow traders acquire loans abroad,Banking,Neutral
2024-01-30,Relief as first batch of sugar consignment arrives,Agriculture,Positive
2024-01-30,Traders warned against illegal hikes in sugar prices,Agriculture,Negative
2024-01-29,Block-trading drought affects DSE turnover,General,Negative
2024-01-29,"Dar, Delhi bilateral trade heads to exponential growth",Trade,Positive
2024-01-29,"Massive benefits beckon new direct shipping route between Tanzania, China",Trade,Positive
2024-01-29,"Govt, NMB sign deal to promote digital economy",Banking,Neutral
2024-01-28,Tanga Port improvement pays off as number of ships surges,Trade,Positive
2024-01-27,"Tanzania, Ghana business owners keen   to increase trade engagement",Trade,Positive
2024-01-27,DSE stock value up by 68pc,General,Positive
2024-01-26,"Zanzibar to establish an institute of Maritime Studies, fisheries",Agriculture,Neutral
2024-01-25,Old Mutual sells full stake in UAP Insurance Tanzania,Banking,Neutral
2024-01-25,Tanzania goes to Mining Indaba with investment agenda,Investment,Neutral
2024-01-25,TARI Uyole launches drought tolerant rice growing project,Agriculture,Neutral
2024-01-25,Mobile money consolidates financial inclusion in Tanzania,Banking,Positive
2024-01-25,JK to start producing white cement locally,General,Neutral
2024-01-25,Tanzania marks new milestone in credit ratings,Policy,Positive
2024-01-24,SBL programmes entice youth towards agriculture,Agriculture,Neutral
2024-01-23,Mo Dewji’s net wealth jumps to $1.8 billion,General,Neutral
2024-01-22,CRDB Foundation dishes out 236m/- to start-ups,Banking,Positive
2024-01-22,Lake Tanganyika fish production down by 18pc in four years,Agriculture,Negative
2024-01-20,BoT: Economy records  impressive growth,Policy,Positive
2024-01-20,AFCA commits to double coffee productivity,Agriculture,Neutral
2024-01-19,Livestock infrastructure management body in offing,General,Neutral
2024-01-19,Empower farmers for profitable agriculture- Mpango,Agriculture,Neutral
2024-01-19,Sugar board warns traders  against arbitrary price hike,Agriculture,Negative
2024-01-19,Multi-million-dollar flower industry to be revived,General,Neutral
2024-01-19,Rice traders decry cheap imports,Trade,Negative
2024-01-19,"TBS, ZBS cooperation bolsters product safety",General,Neutral
2024-01-19,Bolt increases transport charges,Transport,Negative
2024-01-18,Mining Commission urges mining firms buy local equipment,General,Neutral
2024-01-18,Indian firm to invest in cotton cultivation in Rufiji,Investment,Positive
2024-01-18,TAHA condemns smuggling of immature avocados,Trade,Negative
2024-01-17,Azania profit rises by 7.7 per cent,General,Positive
2024-01-17,Private sector credit records declining trend,Banking,Negative
2024-01-17,"CRDB, UNDP to empower MSMEs grab AfCFTA opportunities",Trade,Neutral
2024-01-17,Pundits optimistic on Tanzania’s economic growth,General,Positive
2024-01-17,Tanzania set aside 48bn/- for  diploma students’ loans,General,Neutral
2024-01-16,Current account deficit on downward trend,Policy,Positive
2024-01-16,Chamwino to boost sorghum production,Agriculture,Neutral
2024-01-15,Investors await first half of the year rally,General,Neutral
2024-01-15,Ships flock to Dar Port,Trade,Neutral
2024-01-15,NMB compensates entrepreneurs of mudslide victims in Hanang,Banking,Neutral
2024-01-14,IMF REPORT : Tanzania least indebted African nation,Policy,Positive
2024-01-14,"New investment law spurs  growth, local investment",Investment,Positive
2024-01-12,Industrial Park project set to revitalize economy,General,Neutral
2024-01-12,"Tanzania, London Stock Exchange seek to raise capital",Investment,Neutral
2024-01-12,Dar targets  38 trillion/- investments by next year,General,Neutral
2024-01-12,Mwinyi stresses use of formal trading areas,General,Neutral
2024-01-11,"With more effort, banana production can uplift Kagera",Agriculture,Neutral
2024-01-11,Mwinyi: Ro-Ro project will stimulate economy growth,General,Positive
2024-01-11,Sugar price to go down soon: SBT,Agriculture,Positive
2024-01-11,DSE records a bad month in December,General,Negative
2024-01-10,NMB unveils ‘MastaBoti’ loans to modernise  fishing in Zanzibar,Banking,Neutral
2024-01-10,First BoT policy rate in the offing,Policy,Neutral
2024-01-10,Indicative exchange rates 10-01-2024,Forex,Neutral
2024-01-10,Mega plans to transform port sector,Trade,Neutral
2024-01-10,"TPA surpasses cargo, ship targets",Trade,Neutral
2024-01-10,Samia uplifts cloves growers,Agriculture,Neutral
2024-01-10,Govt envisages annual rise in soya seed production,Agriculture,Neutral
2024-01-10,MHB unveils school fees financing product,Banking,Neutral
2024-01-09,"Over 150,000 tonnes of cashews exported through Mtwara Port",Trade,Neutral
2024-01-09,State allows temporary sugar importation,Trade,Neutral
2024-01-09,Govt eyes raising clove production through embassies,Agriculture,Neutral
2024-01-09,Tanzania ranked 2nd in tobacco production in Africa,Agriculture,Neutral
2024-01-08,DSE begins 2024 on right foot,General,Neutral
2024-01-08,Residents lose 3.9bn/- in poultry farm scheme,General,Negative
2024-01-08,More customers benefit from NMB digital campaign,Banking,Neutral
2024-01-05,"Z’bar moves to import rice, sugar to curb inflation",Trade,Neutral
2024-01-05,Dar Port sees surge in ships,Trade,Neutral
2024-01-05,IMF: Why financial exclusion a matter at stake,Policy,Neutral
2024-01-05,BoT warns operating microfinance businesses illegally,Banking,Negative
2024-01-05,Entrepreneurs reap big in empty plastic bottle collection,General,Positive
2024-01-04,Firms’ earnings to drive up DSE in 2024,General,Neutral
2024-01-04,Indicative exchange rates 04-01-2024,Forex,Neutral
2024-01-03,BoT overhauls monetary policy,Policy,Neutral
2024-01-03,IMF stresses on need to promote financial sector stability,Policy,Neutral
2024-01-02,"DIB extends time for FBME depositors, creditors to submit claims",Banking,Neutral
2024-01-02,Dr Mwinyi hails NMB for supporting Z’bar economy,General,Positive
2024-01-01,NICOL records best return in 2023,Banking,Positive
2024-01-01,Avocado export to China takes shape,Trade,Neutral
2024-01-01,"Food crop prices soar, survey",Agriculture,Negative
2023-12-30,Govt committed to improve agriculture,Agriculture,Neutral
2023-12-29,Tanzania to revoke all dormant mining licenses – minister,General,Neutral
2023-12-29,"Goods, service imports on upward trend",Trade,Neutral
2023-12-28,IMF: BoT should allow more flexible exchange rate,Policy,Neutral
2023-12-28,Z’bar blue economy pays off as fish catch doubles,Agriculture,Positive
2023-12-27,Institution to research decline in clove production,Agriculture,Neutral
2023-12-25,DSE rallies despite Christmas celebrations,General,Positive
2023-12-25,Analysts commend IBCM choice for interest rates policy shift,Policy,Neutral
2023-12-25,Year Ender. 2023: Dar Port achieves significant milestone,Trade,Neutral
2023-12-23,"Tanzania imposes bans on soybeans, maize seeds from Malawi",Trade,Negative
2023-12-23,Mkulanzi factory commences sugar production,Agriculture,Positive
2023-12-23,ECONOMIC GROWTH: Tanzania explores diaspora role,Policy,Neutral
2023-12-22,Hope as Tanzania’s horticulture farmers secure global certification,Agriculture,Positive
2023-12-22,Capital market investment up by 8pc,General,Positive
2023-12-22,Tanzania receives 2.8tri/- war chest,Forex,Neutral
2023-12-22,"Goods, service exports up by 16 pc",Trade,Positive
2023-12-22,Hope as local horticulture farmers secure global certification,Agriculture,Positive
2023-12-21,Rising demand for green energy boon for economy,Energy,Positive
2023-12-21,Tanzania challenged to capitalise on credit opportunities,General,Neutral
2023-12-21,Salt manufacturing firm in need of raw material,Agriculture,Neutral
2023-12-21,"OIL, GAS EXPLORATION: Dar seeks Riyadh expertise",Forex,Neutral
2023-12-21,GREATER ECONOMIC STRIDES: WB calls for urgent reforms,Policy,Negative
2023-12-20,Merging entities key in tackling bureaucracy,General,Neutral
2023-12-20,INTEREST RATES: Tanzania adopts new policy,Policy,Neutral
2023-12-20,Tanzania economy on track-IMF,Policy,Positive
2023-12-20,Banks excess reserve declines,Banking,Negative
2023-12-20,Minister tasks TCB to boost coffee production,Agriculture,Neutral
2023-12-20,UK’s BII commits 38bn/- to NMB Jamii bond,Investment,Positive
2023-12-19,"NIRC, Egypt firm to develop Bugwema Valley",Investment,Neutral
2023-12-19,"‘Low supply, high interests hinder housing sector growth’",General,Negative
2023-12-13,"NMB Jamii Bond raises 400bn/- for social, green projects",Investment,Positive
2023-12-13,EU accelerates villages’ grid power connection,Energy,Neutral
2023-12-13,Govt entices cement firms to explore African markets,Trade,Neutral
2023-12-13,SBL joins elite UN affiliated corporates on sustainability,General,Neutral
2023-12-12,Search for Energy: To power or not to power?,Energy,Neutral
2023-12-12,New body formed to address tax complaints,General,Neutral
2023-12-12,"BPS saves over 1tri/- in  premiums, demurrage charges",General,Positive
2023-12-12,Brokers ask BoT to recheck its less accommodative policy,Policy,Negative
2023-12-12,CRDB attains international IT certification,Banking,Neutral
2023-12-11,FBME Bank liquidation takes new turn,Banking,Neutral
2023-12-11,TPA board chair tasks Bandari College on blue economy,General,Neutral
2023-12-10,"Experts stress value addition, monitoring in NDV 2050",General,Neutral
2023-12-10,Vision 2025 realisation hits 66pc,General,Positive
2023-12-09,Tanzania@62: Massive investment in health sector pays off,General,Positive
2023-12-09,"Tanzania @62: Government cherishes safer, reliable transportation system",Transport,Neutral
2023-12-09,State commits to  empower women  in AfCFTA,Trade,Neutral
2023-12-08,"Nape commends Airtel, Jubilee Insurance, and Axieva for introducing Health Insurance",Banking,Neutral
2023-12-07,Poor poultry meat market data hinder sector growth,Agriculture,Negative
2023-12-07,Absa launches mobile phone app,Banking,Neutral
2023-12-06,Simba cement standout performer stock on DSE,General,Positive
2023-12-05,EAC rising carbon emission still low in global terms,General,Neutral
2023-12-05,"TRA, ZRA in final stages of integrating their tax systems",General,Neutral
2023-12-05,World Bank Group President to visit Tanzania,Policy,Neutral
2023-12-04,TADB turns around rice farmers’ society,Agriculture,Positive
2023-12-04,CRDB pledges full support for clean cooking initiative,Banking,Positive
2023-12-02,"Tanzania’s parks authority, CT sign mega carbon project deal",General,Neutral
2023-12-02,EACOP hands over 339 houses to  compensate affected people,General,Neutral
2023-12-01,18 Tanzanian firms access AfCFTA,Trade,Positive
2023-12-01,"Tigo, DCB unveil agency banking service",Banking,Positive
2023-11-30,TRA recognizes Huawei Tanzania as Most Compliant Taxpayer,General,Neutral
2023-11-30,Moshingi targets bad loans after joining DCB,Banking,Neutral
2023-11-30,Vodacom focuses on strategic areas,Banking,Neutral
2023-11-29,CEOs considering AI to boost businesses,General,Neutral
2023-11-29,DSE heads to Santa Claus rally,General,Positive
2023-11-28,"Oryx, NMB forge partnership to scale up clean energy use",Energy,Positive
2023-11-28,Indicative exchange rates 28-11-2023,Forex,Neutral
2023-11-28,"Tanga, Twiga deal pushes turnover to the roof",General,Positive
2023-11-28,PM challenges TADB to be innovative in financial services,General,Neutral
2023-11-28,"NMB, Oryx partner  to accelerate LPG use",Energy,Neutral
2023-11-28,BoA extends 2.0bn/- loans to SMEs in Arusha,Banking,Neutral
2023-11-28,EAC states grapple with low tax revenue,Policy,Neutral
2023-11-27,Agri stakeholders discuss AGRF opportunities,Agriculture,Neutral
2023-11-27,Traders optimistic for growth prospects in intra-regional trade,Trade,Positive
2023-11-26,Govt pushes for research on e-business taxation,General,Neutral
2023-11-25,Ulega hypes agribusiness as population rise,Agriculture,Neutral
2023-11-24,Z’bar reassures safety to foreign investors,General,Positive
2023-11-24,Same convinces farmers to grow avocadoes instead of khat,Agriculture,Neutral
2023-11-24,GFG programme enhances revenue collection,General,Positive
2023-11-24,Tanzania to reap more from deep sea fishing vessel,Trade,Positive
2023-11-24,"NMB, CTM Tanzania partner on house loans",Banking,Neutral
2023-11-23,Three councils in Rukwa fail to meet revenue goals,General,Negative
2023-11-23,TIC nets projects worth over 5tri/- in quarter one,General,Positive
2023-11-23,"Kikwete: Friendly environment for business, investment crucial",General,Positive
2023-11-23,Programme to empower women entrepreneurs initiated,General,Positive
2023-11-22,National Bureau of Statistics stresses trade data,General,Neutral
2023-11-22,Government vows to protect local contractors’ economies,General,Positive
2023-11-22,Tanzania FDIs up by 70 pc,Investment,Positive
2023-11-22,TADB commits to agriculture productivity,Agriculture,Neutral
2023-11-22,NMB smart beekeeping drive a boon for BBT initiative.,Banking,Neutral
2023-11-22,El-Nino rains double horticulture crop prices,Agriculture,Positive
2023-11-22,NBC inks deal on Z’bar revenue collections,Banking,Neutral
2023-11-22,Dar reinstates commitment to trade tie with Delhi,Trade,Neutral
2023-11-21,"TBS issues 145 certificates, licenses to manufacturers",General,Neutral
2023-11-21,"CBE, RSM set to equip students on accounting, finance",General,Neutral
2023-11-21,NMB dishes out 1.8tri/- in loans to women SMEs,Banking,Positive
2023-11-21,SELF MF to reach more customers through new system,Banking,Neutral
2023-11-20,Brela opens window to women entrepreneurs,Banking,Neutral
2023-11-20,Agri-bank issues boat loans to Rukwa fishermen,Agriculture,Neutral
2023-11-20,Swiss cement giant sells Tanzania business,General,Negative
2023-11-20,UTT fund value balloons by 50pc in one year,Investment,Positive
2023-11-20,TNBC proposals on agriculture to pay-off,Agriculture,Neutral
2023-11-20,NBC educates students on financial management,Banking,Neutral
2023-11-18,MV Umoja to open up central corridor,Transport,Neutral
2023-11-17,TCCIA Investment to raise over 10bn/- through shares,Investment,Positive
2023-11-16,Mtwara Port puts smile on cashew farmers,Trade,Positive
2023-11-16,WB commends Tanzania for sustainable water projects,General,Neutral
2023-11-16,Tanzania excels in Absa  financial market index,General,Positive
2023-11-16,Zanzibar secures 410bn/- Exim Bank  loan for college hospital project,Investment,Neutral
2023-11-15,Indicative exchange rates 15-11-2023,Forex,Neutral
2023-11-15,Tanzania cherishes WB’s capacity-building support,General,Neutral
2023-11-15,Kilimanjaro embarks on strategies to woo more investors,Investment,Neutral
2023-11-15,DSE launches scholar investment challenge,General,Neutral
2023-11-14,GGML named most trustworthy African mining company,Banking,Neutral
2023-11-14,Indicative exchange rates 14-11-2023,Forex,Neutral
2023-11-14,PM urges NMB to continue bankrolling oil and gas sectors,Policy,Neutral
2023-11-14,Weekly equity market activities strong,General,Neutral
2023-11-14,Private sector credit grows 19.5 pc,Banking,Neutral
2023-11-14,Food service sector attracts new players,Agriculture,Neutral
2023-11-13,Rombo plans for coffee branding,Agriculture,Neutral
2023-11-13,Tanzania to boost revenue via strategic policies for SDGs,Policy,Neutral
2023-11-13,"EPZA opts for bond, share-sell to develop SEZs",Investment,Neutral
2023-11-11,AfDB pushes for SAPZs scaling up,General,Neutral
2023-11-11,"REA allocates 10bn/- for distribution of LPG gas cylinders, stoves",Energy,Neutral
2023-11-11,250 to discuss investment opportunities in carbon sector,Investment,Neutral
2023-11-10,US: Tanzania’s strong private sector fundamental,General,Positive
2023-11-10,NMB single borrower limit rises by 29 pc,Banking,Neutral
2023-11-09,Z’bar current account deficit widens,Policy,Negative
2023-11-09,EPZA touts for AGOA contract extension,Trade,Neutral
2023-11-08,"Government, shareholders ink deal to reform Mbeya cement",General,Neutral
2023-11-08,MPs call for increased exports,Trade,Neutral
2023-11-08,TADB posts impressive profit in Q3,Agriculture,Positive
2023-11-07,Equity turnover on DSE declines 40 per cent,General,Negative
2023-11-07,Tanga Cement emerges weekly top performer on DSE,General,Positive
2023-11-07,EAC FDI increase despite global uncertainties,General,Positive
2023-11-07,"Uganda, Vitol pick Dar Port for petroleum importation",Trade,Neutral
2023-11-07,Tuesday exchange rates,Forex,
2023-11-07,Five-year research to up economic inclusiveness,General,Neutral
2023-11-07,Next budget hits 47tri/-,Policy,Neutral
2023-11-06,TPSF calls for inclusion of more products into AGOA,Trade,Neutral
2023-11-06,"Ministry, TADB partner to transform fisheries sector",Agriculture,Neutral
2023-11-05,IMF pleased with Dar economic programme,Policy,Positive
2023-11-04,Tanzania requests 20-year AGOA extension,Trade,Neutral
2023-11-04,Tanzania set to sign 1.34tri/- mega roads construction,Investment,Positive
2023-11-04,Why Zanzibar economy grows at 7.1pc,General,Neutral
2023-11-03,TADB profit surges 50 pc in three months,Banking,Positive
2023-11-03,"Goods, services imports up",Trade,Neutral
2023-11-02,DC: Put more efforts to formalise businesses,General,Neutral
2023-11-01,TADB commits to agriculture transformation,Agriculture,Neutral
2023-11-01,TRA appeals for proper business records,General,Neutral
2023-10-31,Airtel Africa mobile transaction value rises by 45 pc,Banking,Positive
2023-10-31,MPC: Foreign currency scarcity improves gradually,Forex,Positive
2023-10-31,Kerry Opens manufacturing facility in Tanzania to needs of Africa’s food and beverage manufacturers,Investment,Positive
2023-10-31,"CBT uproots exploitative, illegal cashewnut trade",Trade,Positive
2023-10-31,Analysts give mixed reactions on 20 year bond,Policy,Neutral
2023-10-31,EABC enhances agri-business in contract farming,Agriculture,Neutral
